114.7504	28.215	2080
114.8804	28.555	2082.5
115.0104	28.905	2083.5
115.1404	29.29	2085.5
115.2704	29.595	2088
115.4004	29.885	2090
115.5304	30.3	2092.5
115.6604	30.67	2095.5
115.7904	31.035	2097
115.9204	31.345	2099.5
116.0504	31.695	2101.5
116.1804	32.065	2103.5
116.3104	32.355	2106
116.4404	32.83	2107.5
116.5704	33.135	2110
116.7004	33.505	2112.5
116.8304	33.855	2113.5
116.9604	34.27	2115.5
117.0904	34.5	2117.5
117.2204	34.975	2120
117.3504	35.3	2121.5
117.4804	35.695	2124.5
117.6104	36.005	2127
117.7404	36.43	2128.5
117.8704	36.725	2131.5
118.0004	37.105	2132.5
118.1304	37.52	2135
118.2604	37.935	2136.5
118.3904	38.255	2139.5
118.5204	38.64	2140.5
118.6504	38.99	2142.5
118.7804	39.285	2144.5
118.9104	39.725	2146.5
119.0404	40.14	2148
119.1704	40.465	2150
119.3004	40.845	2152.5
119.4304	41.2	2154.5
